# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.012513 0.133671
-0.015870 0.157476
-0.018616 0.181280
-0.019227 0.202948
-0.021363 0.225837
-0.022279 0.245674
-0.019837 0.269478
-0.025636 0.284127
-0.024110 0.302133
-0.024415 0.319834
-0.028077 0.332347
-0.032655 0.347301
-0.034181 0.354930
-0.028077 0.374462
-0.033265 0.377514
-0.031129 0.387890
-0.035401 0.390942
-0.037843 0.393078
-0.034791 0.400708
-0.032655 0.401318
-0.030519 0.404675
-0.031434 0.401624
-0.032960 0.398877
-0.031129 0.392773
-0.029298 0.385449
-0.031434 0.378735
-0.032350 0.366222
-0.027161 0.360424
-0.027772 0.344554
-0.025636 0.333567
-0.024720 0.318308
-0.021058 0.302438
-0.020447 0.285653
-0.023499 0.262764
-0.014039 0.251778
-0.015870 0.225532
-0.014039 0.204474
-0.012818 0.184027
-0.006104 0.165716
-0.008850 0.136113
-0.008545 0.112003
-0.004883 0.089114
-0.002136 0.061647
0.002441 0.041200
0.006409 0.015259
0.008240 -0.008240
0.008240 -0.036927
0.011597 -0.059816
0.016785 -0.082400
0.014039 -0.109561
0.019227 -0.133061
0.018921 -0.159307
0.024415 -0.173345
0.021363 -0.204169
0.027467 -0.221259
0.027467 -0.245369
0.029298 -0.263375
0.028993 -0.283517
0.030519 -0.300912
0.033876 -0.312204
0.033876 -0.330821
0.033876 -0.343333
0.034791 -0.356151
0.035707 -0.367748
0.036622 -0.377514
0.032960 -0.389111
0.039979 -0.388806
0.036927 -0.397046
0.036622 -0.400403
0.039674 -0.401624
0.040590 -0.400403
0.039064 -0.399487
0.037233 -0.397046
0.039674 -0.387890
0.035401 -0.387280
0.036012 -0.379040
0.032044 -0.369884
0.037538 -0.351573
0.030213 -0.347301
0.028687 -0.334178
0.029298 -0.315561
0.026856 -0.301828
0.025941 -0.283212
0.021973 -0.263680
0.024720 -0.242927
0.020753 -0.225837
0.018616 -0.203253
0.017090 -0.180670
0.015259 -0.158391
0.012818 -0.134281
0.011597 -0.108951
0.012207 -0.082705
0.002441 -0.064699
0.004883 -0.035707
0.001221 -0.013428
-0.001221 0.012818
-0.002747 0.039064
-0.006409 0.061953
-0.007324 0.090030
-0.010376 0.113529
-0.011292 0.136723
-0.015259 0.160222
-0.014649 0.183721
-0.018616 0.204169
-0.023499 0.220954
-0.020142 0.247505
-0.027161 0.259102
-0.025636 0.284127
-0.024720 0.301218
-0.025025 0.318613
-0.028687 0.333872
-0.029603 0.344554
-0.029603 0.358898
-0.030824 0.369579
-0.031434 0.379650
-0.034181 0.384838
-0.032655 0.393994
-0.035707 0.396435
-0.033876 0.401318
-0.034791 0.402844
-0.034181 0.400098
-0.032960 0.401318
-0.032655 0.397046
-0.028687 0.396435
-0.030519 0.388806
-0.030519 0.380566
-0.028687 0.372631
-0.028993 0.359203
-0.026856 0.349132
-0.028382 0.331431
-0.020142 0.325022
-0.023804 0.300302
-0.017396 0.289315
-0.018921 0.268258
-0.017701 0.249947
-0.014649 0.228584
-0.013123 0.205390
-0.008545 0.187078
-0.007630 0.162969
-0.005799 0.139775
-0.005799 0.115665
-0.000916 0.091861
-0.000610 0.066225
-0.001831 0.036927
0.006104 0.019837
0.005188 -0.011902
0.010376 -0.034486
0.011902 -0.057985
0.015564 -0.083316
0.015564 -0.108341
0.017701 -0.133061
0.021973 -0.153813
0.020753 -0.179449
0.025636 -0.201117
0.022889 -0.224616
0.028382 -0.238960
0.028077 -0.263680
0.030213 -0.282601
0.030824 -0.299081
0.031434 -0.316172
0.034486 -0.329905
0.034486 -0.343333
0.039064 -0.354015
0.037233 -0.367138
0.037843 -0.376904
0.039979 -0.384228
0.037538 -0.390637
0.038148 -0.395520
0.037538 -0.400098
0.043336 -0.393078
0.037843 -0.403150
0.042726 -0.396435
0.037538 -0.395825
0.038453 -0.391858
0.035707 -0.383618
0.035096 -0.377819
0.036927 -0.366222
0.033265 -0.356761
0.030519 -0.344859
0.030824 -0.332041
0.029908 -0.316172
0.028077 -0.299692
0.023804 -0.285653
0.025941 -0.261238
0.023194 -0.243843
0.021058 -0.224006
0.019837 -0.204474
0.018311 -0.180059
0.014954 -0.157170
0.012513 -0.134892
0.011902 -0.108951
0.006104 -0.087893
0.006104 -0.062868
0.001831 -0.039674
0.004578 -0.008240
-0.003662 0.011902
-0.005799 0.037843
-0.005493 0.063784
-0.007630 0.086978
-0.007935 0.114750
-0.012818 0.134587
-0.012818 0.161138
-0.014954 0.184942
-0.017090 0.205390
-0.016785 0.227058
-0.022279 0.245674
-0.024110 0.268868
-0.027772 0.282296
-0.021363 0.308237
-0.028077 0.315867
-0.027772 0.335398
-0.029603 0.346385
-0.028687 0.360424
-0.031739 0.369274
-0.031434 0.380566
-0.031739 0.388806
-0.033265 0.393384
-0.032655 0.399182
-0.033876 0.401624
-0.031739 0.404675
-0.032655 0.403760
-0.034791 0.399487
-0.032350 0.399487
-0.030519 0.393078
-0.031434 0.387890
-0.030824 0.379650
-0.030213 0.368053
-0.026856 0.358898
-0.026856 0.349742
-0.025025 0.335093
-0.023499 0.319529
-0.019837 0.305185
-0.023499 0.285653
-0.011292 0.274972
-0.017701 0.245369
-0.014954 0.227973
-0.014344 0.207831
-0.010681 0.184942
-0.008545 0.159612
-0.006714 0.137333
-0.002136 0.117191
-0.002747 0.090030
0.000000 0.065310
0.005188 0.042116
0.003662 0.014954
0.005493 -0.009766
0.006409 -0.039064
0.015259 -0.056154
0.010987 -0.085757
0.016785 -0.107120
0.018921 -0.130619
0.020142 -0.153203
0.021973 -0.177313
0.023194 -0.202338
0.027772 -0.220954
0.025330 -0.245064
0.029298 -0.261849
0.027772 -0.283212
0.033876 -0.292673
0.030824 -0.315256
0.033570 -0.330821
0.034791 -0.343333
0.037843 -0.354625
0.033570 -0.366222
0.039369 -0.375988
0.037843 -0.384533
0.047304 -0.384533
0.039369 -0.395825
0.041200 -0.398877
0.038453 -0.401318
0.039674 -0.400098
0.037233 -0.399487
0.038453 -0.396741
0.035096 -0.396435
0.039064 -0.383618
0.034791 -0.376904
0.034486 -0.365612
0.034486 -0.356151
0.033265 -0.343028
0.031434 -0.330821
0.029908 -0.314341
0.028077 -0.302438
0.026856 -0.281075
0.026551 -0.262154
0.020753 -0.248115
0.019837 -0.225837
0.018921 -0.201727
0.015564 -0.184942
0.013123 -0.158391
0.012513 -0.136113
0.010376 -0.110782
0.006104 -0.085452
0.005493 -0.061647
0.003967 -0.033570
0.000000 -0.012207
-0.000916 0.014954
-0.006409 0.035096
-0.002747 0.067141
-0.011292 0.085147
-0.008545 0.113224
-0.012207 0.135807
-0.012818 0.157781
-0.018006 0.180670
-0.019227 0.202948
-0.019837 0.225837
-0.020142 0.246284
-0.024415 0.263985
-0.023499 0.284433
-0.024720 0.299387
-0.027161 0.318308
-0.030824 0.328990
-0.024720 0.350047
-0.033876 0.356456
-0.030824 0.370190
-0.031129 0.380871
-0.030519 0.388806
-0.033876 0.392468
-0.032960 0.397351
-0.031434 0.401318
-0.033265 0.403150
-0.032350 0.402234
-0.031434 0.401013
-0.030213 0.400708
-0.031434 0.393384
-0.032960 0.386364
-0.028382 0.381176
-0.030213 0.370190
-0.027161 0.360424
-0.026551 0.348521
-0.024415 0.336009
-0.021973 0.318613
-0.021668 0.302438
-0.020447 0.288705
-0.020447 0.265816
-0.017701 0.247810
-0.017090 0.227058
-0.008850 0.210883
-0.012513 0.183721
-0.006104 0.162969
-0.007630 0.137638
-0.006409 0.113529
-0.002136 0.090640
0.000916 0.064699
0.003357 0.040895
0.007019 0.019227
0.006409 -0.008545
0.009461 -0.033570
0.009461 -0.060427
0.014039 -0.084231
0.014344 -0.112613
0.019227 -0.130924
0.018311 -0.158391
0.023194 -0.180059
0.024415 -0.202033
0.024415 -0.220344
0.019837 -0.247505
0.028687 -0.263985
0.031129 -0.279244
0.032044 -0.299387
0.032350 -0.315256
0.032655 -0.330210
0.036927 -0.342418
0.034486 -0.357372
0.036927 -0.369274
0.036927 -0.375988
0.037843 -0.383007
0.039369 -0.390942
0.038148 -0.395215
0.037538 -0.397656
0.038453 -0.401013
0.038453 -0.399487
0.039369 -0.396741
0.037233 -0.394604
0.039674 -0.390637
0.033876 -0.386670
0.038453 -0.374157
0.033265 -0.368053
0.034791 -0.356151
0.032960 -0.344554
0.030824 -0.331431
0.028382 -0.317698
0.026551 -0.298471
0.026246 -0.282601
0.025636 -0.265816
0.019532 -0.248115
0.021363 -0.224921
0.018921 -0.201727
0.016480 -0.184637
0.014954 -0.157781
0.012207 -0.135197
0.009156 -0.110477
0.007019 -0.087588
0.005188 -0.061953
0.006104 -0.034791
0.000610 -0.009766
-0.002747 0.011597
-0.003357 0.039064
-0.007630 0.062868
-0.008240 0.088504
-0.009766 0.113529
-0.010681 0.138859
-0.014954 0.157781
-0.015564 0.182195
-0.018921 0.204779
-0.019532 0.225837
-0.021973 0.244453
-0.024720 0.267037
-0.028382 0.281381
-0.025636 0.302133
-0.028382 0.318308
-0.026856 0.331736
-0.029603 0.344859
-0.031129 0.360118
-0.029603 0.370495
-0.029603 0.380871
-0.034181 0.386364
-0.031739 0.393994
-0.031129 0.401929
-0.032350 0.399792
-0.033265 0.403455
-0.033876 0.401929
-0.030519 0.403760
-0.031739 0.397961
-0.028993 0.393994
-0.032655 0.387585
-0.028993 0.381787
-0.029298 0.369884
-0.031434 0.355541
-0.027161 0.349437
-0.030213 0.328379
-0.021363 0.321665
-0.022279 0.301828
-0.016785 0.289315
