# Sampling Rate: 100000 S/s
#
# channel_A channel_B
0.013733 -0.153813
0.013733 -0.139470
0.012513 -0.125736
0.009461 -0.115360
0.010071 -0.101016
0.007935 -0.090945
0.006104 -0.078127
0.006104 -0.064394
0.002747 -0.053102
0.006104 -0.035707
0.001831 -0.023804
0.004883 -0.007324
0.001526 0.003052
-0.002136 0.013733
-0.001526 0.031129
-0.002136 0.042421
-0.005799 0.054323
-0.008850 0.065004
-0.003052 0.085452
-0.011292 0.091861
-0.010681 0.104984
-0.012818 0.117191
-0.013428 0.129398
-0.010681 0.145573
-0.015259 0.156865
-0.010987 0.174871
-0.014954 0.182195
-0.015259 0.194708
-0.018921 0.204779
-0.020447 0.213935
-0.018616 0.228584
-0.022279 0.233772
-0.017396 0.256050
-0.026246 0.254830
-0.018616 0.274667
-0.021973 0.280160
-0.022584 0.292673
-0.025636 0.300607
-0.026856 0.308847
-0.024110 0.322886
-0.028382 0.327464
-0.028077 0.338755
-0.029298 0.342418
-0.023499 0.354625
-0.030519 0.357067
-0.030519 0.362865
-0.032655 0.369884
-0.032655 0.374157
-0.028382 0.387280
-0.032350 0.388195
-0.028687 0.398572
-0.032960 0.397046
-0.031434 0.404065
-0.031129 0.408338
-0.031129 0.410474
-0.033265 0.415662
-0.034791 0.414441
-0.026246 0.426344
-0.035707 0.415967
-0.031434 0.424512
-0.035096 0.420545
-0.032655 0.423902
-0.033265 0.424207
-0.032960 0.420545
-0.026551 0.430311
-0.032655 0.421461
-0.032350 0.420545
-0.035401 0.415662
-0.030519 0.416883
-0.028382 0.415967
-0.036012 0.403760
-0.028077 0.409253
-0.034181 0.397961
-0.028077 0.400098
-0.029298 0.391858
-0.023194 0.392468
-0.028382 0.384838
-0.026856 0.376904
-0.021973 0.376293
-0.024720 0.363781
-0.026856 0.357982
-0.028382 0.346995
-0.016480 0.350047
-0.024720 0.331431
-0.022279 0.323191
-0.023499 0.316477
-0.023194 0.306101
-0.018921 0.299387
-0.018921 0.289010
