# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.030519 0.361034
-0.031739 0.370495
-0.031434 0.376293
-0.031129 0.382702
-0.033265 0.387280
-0.037538 0.390637
-0.032655 0.400098
-0.032655 0.402844
-0.032960 0.408948
-0.034181 0.408032
-0.037843 0.410474
-0.035401 0.415357
-0.032960 0.419324
-0.033570 0.419630
-0.032960 0.418714
-0.033570 0.419324
-0.027772 0.425123
-0.033876 0.418714
-0.033265 0.415052
-0.032960 0.413221
-0.033570 0.408643
-0.031739 0.406201
-0.032655 0.399792
-0.031129 0.396130
-0.029603 0.390637
-0.029298 0.381481
-0.031129 0.375988
-0.028077 0.370190
-0.026246 0.362560
-0.025025 0.355541
-0.024720 0.346385
-0.024415 0.335398
-0.023499 0.326548
-0.023499 0.315867
-0.022279 0.305185
-0.019837 0.294809
-0.019837 0.284433
-0.018921 0.274667
-0.017090 0.259407
-0.016785 0.247505
-0.014954 0.233467
-0.013123 0.220344
-0.013123 0.208441
-0.015564 0.190435
-0.012207 0.180059
-0.009461 0.166631
-0.006409 0.151677
-0.006409 0.137333
-0.007324 0.119938
-0.001831 0.107120
-0.001526 0.092471
-0.000610 0.075991
-0.000610 0.060121
0.001831 0.045473
0.000916 0.029908
0.003662 0.013733
0.005188 -0.003967
0.007324 -0.017701
0.007630 -0.033570
0.009766 -0.049135
0.010376 -0.066225
0.012818 -0.080569
0.016785 -0.094302
0.014039 -0.111698
0.013733 -0.128483
0.016785 -0.141911
0.019532 -0.155644
0.018616 -0.171209
0.021058 -0.186468
0.023499 -0.198981
0.023804 -0.213324
0.024110 -0.225837
0.025636 -0.238350
0.026856 -0.251167
0.026856 -0.263985
0.025941 -0.278939
0.030213 -0.287790
0.029298 -0.301523
0.030213 -0.311594
0.032655 -0.320444
0.031434 -0.330821
0.032350 -0.338145
0.035096 -0.349132
0.036012 -0.354320
0.032960 -0.368358
0.037538 -0.374462
0.037233 -0.378735
0.036012 -0.385754
0.038148 -0.392773
0.037538 -0.397046
0.036927 -0.401318
0.038453 -0.404065
0.039674 -0.409558
0.037233 -0.411695
0.042116 -0.411389
0.038148 -0.416272
0.038453 -0.416272
0.041505 -0.415357
0.039674 -0.417188
0.039064 -0.415662
0.038148 -0.414441
0.039064 -0.413221
0.034791 -0.410779
0.037843 -0.407727
0.037843 -0.403455
0.037233 -0.399487
0.036012 -0.395215
0.035401 -0.389721
0.034791 -0.384228
0.034486 -0.376904
0.031434 -0.372326
0.032350 -0.364086
0.029908 -0.355846
0.029298 -0.347301
0.029908 -0.338145
0.028993 -0.328990
0.027772 -0.318918
0.028077 -0.309153
0.028077 -0.291452
0.026246 -0.286264
0.023804 -0.274972
0.022279 -0.264595
0.024110 -0.245979
0.019837 -0.237129
0.016785 -0.226142
0.017701 -0.210273
0.014344 -0.199591
0.012207 -0.185553
0.013733 -0.169378
0.011902 -0.154424
0.013733 -0.137944
0.008545 -0.125431
0.012513 -0.105899
0.006409 -0.093997
0.006409 -0.078738
0.003052 -0.066530
0.009156 -0.041505
-0.001526 -0.035707
0.002441 -0.017396
-0.001526 -0.000916
-0.003052 0.016175
-0.005188 0.030519
-0.007324 0.043031
-0.005799 0.064394
-0.006104 0.077212
-0.008545 0.091861
-0.008545 0.108951
-0.013123 0.124516
-0.014039 0.137638
-0.016480 0.150151
-0.013428 0.170904
-0.019532 0.178838
-0.016480 0.196234
-0.017396 0.209967
-0.014039 0.228889
-0.021363 0.236213
-0.022279 0.250557
-0.021363 0.263680
-0.023804 0.273141
-0.024110 0.284433
-0.025941 0.296640
-0.023499 0.310678
-0.027161 0.318308
-0.030213 0.326853
-0.028993 0.338145
-0.032960 0.343638
-0.028993 0.354015
-0.031739 0.364391
-0.030519 0.372936
-0.031739 0.378430
-0.033876 0.383923
-0.029298 0.394604
-0.035401 0.394604
-0.031129 0.400708
-0.035401 0.402844
-0.032655 0.412915
-0.034181 0.410169
-0.033265 0.415052
-0.034791 0.416578
-0.032655 0.416883
-0.031739 0.418714
-0.035401 0.418104
-0.030519 0.420545
-0.032655 0.418104
-0.031434 0.416883
-0.030824 0.415967
-0.032350 0.410779
-0.031434 0.408948
-0.033570 0.400098
-0.025941 0.404675
-0.032960 0.392468
-0.028993 0.388501
-0.030213 0.383923
-0.028993 0.375072
-0.028077 0.367443
-0.028382 0.360729
-0.023194 0.355846
-0.026246 0.344554
-0.025025 0.335093
-0.024415 0.322886
-0.021973 0.315867
-0.021058 0.303964
-0.024110 0.288400
-0.018006 0.283517
-0.021363 0.266121
-0.012818 0.260323
-0.015564 0.243843
-0.014954 0.231635
-0.011292 0.218818
-0.015259 0.198675
-0.008545 0.193487
-0.010376 0.175481
-0.007935 0.162053
-0.008240 0.145268
-0.001526 0.136723
-0.005799 0.116276
-0.001221 0.102237
-0.001526 0.088504
-0.003357 0.069582
0.000000 0.055849
0.002441 0.038759
0.007019 0.026551
0.004578 0.010071
0.007019 -0.007324
0.009766 -0.020142
0.009766 -0.039064
0.010681 -0.053407
0.008240 -0.073855
0.017701 -0.082400
0.012513 -0.103458
0.016480 -0.113834
0.018616 -0.129704
0.017396 -0.145878
0.021058 -0.158086
0.022889 -0.173956
0.025330 -0.186468
0.024110 -0.202643
