# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.045473 0.556963
-0.054323 0.578936
-0.057375 0.605792
-0.059816 0.634480
-0.060732 0.657674
-0.060427 0.683920
-0.061342 0.704672
-0.059816 0.727561
-0.068056 0.740379
-0.066836 0.759606
-0.067141 0.773034
-0.067446 0.785852
-0.067751 0.795312
-0.071413 0.802332
-0.064699 0.814844
-0.072329 0.813318
-0.069277 0.815760
-0.069582 0.818201
-0.068972 0.815760
-0.068056 0.812403
-0.067446 0.804163
-0.062563 0.800501
-0.065920 0.786767
-0.062258 0.774865
-0.062563 0.762047
-0.060121 0.745567
-0.057985 0.725730
-0.059206 0.701621
-0.054323 0.685141
-0.052187 0.659810
-0.048524 0.636616
-0.045473 0.611286
-0.043031 0.583514
-0.040895 0.552995
-0.040284 0.520646
-0.031434 0.492874
-0.030824 0.455641
-0.030213 0.422071
-0.025941 0.386364
-0.019837 0.354015
-0.020142 0.310678
-0.016785 0.272835
-0.011902 0.234687
-0.009766 0.195013
-0.002136 0.155339
-0.002747 0.110477
0.007019 0.075686
0.009461 0.033265
0.009766 -0.009766
0.013733 -0.047914
0.017396 -0.090945
0.021363 -0.129704
0.021973 -0.173040
0.032960 -0.206915
0.029908 -0.253914
0.036012 -0.289315
0.036927 -0.327158
0.040590 -0.365612
0.044252 -0.400403
0.046083 -0.437330
0.053407 -0.467238
0.052797 -0.504166
0.056154 -0.535905
0.055239 -0.566729
0.062868 -0.592059
0.062258 -0.620746
0.060732 -0.653096
0.064699 -0.670492
0.067141 -0.698264
0.069887 -0.713218
0.071413 -0.732444
0.072634 -0.745872
0.074160 -0.766625
0.074770 -0.779138
0.074770 -0.789514
0.073244 -0.802026
0.074160 -0.803247
0.072329 -0.813318
0.078127 -0.812708
0.072634 -0.817286
0.071108 -0.818812
0.073244 -0.813318
0.069887 -0.809351
0.073550 -0.798669
0.069277 -0.792566
0.072634 -0.777001
0.069582 -0.765709
0.066836 -0.752281
0.067751 -0.727561
0.062868 -0.713523
0.064699 -0.691855
0.056154 -0.674764
0.058901 -0.643330
0.052797 -0.625019
0.052492 -0.596637
0.048830 -0.566729
0.045778 -0.536821
0.041810 -0.505081
0.039064 -0.473342
0.037538 -0.435194
0.032044 -0.401624
0.028077 -0.366527
0.024415 -0.328990
0.022279 -0.292673
0.017090 -0.252388
0.013123 -0.216071
0.010376 -0.173040
0.003357 -0.136723
0.005799 -0.090030
0.003357 -0.050966
-0.001831 -0.010071
-0.006104 0.032350
-0.010987 0.070498
-0.011902 0.115055
-0.016480 0.153508
-0.019227 0.194098
-0.024720 0.231941
-0.025025 0.274667
-0.034181 0.303659
-0.038759 0.343028
-0.038453 0.383007
-0.042421 0.416578
-0.040590 0.453505
-0.046083 0.490432
-0.047609 0.521867
-0.049440 0.550859
-0.052187 0.579852
-0.053713 0.609149
-0.057375 0.632649
-0.055849 0.664998
-0.062868 0.680258
-0.058290 0.706809
-0.067446 0.722068
-0.066530 0.740379
-0.066530 0.758995
-0.068361 0.770287
-0.069582 0.784936
-0.069887 0.795618
-0.068056 0.807215
-0.070193 0.810266
-0.065310 0.818812
-0.071108 0.816065
-0.065920 0.819727
-0.068361 0.814234
-0.070193 0.808130
-0.065615 0.807215
-0.068361 0.793786
-0.064699 0.787988
-0.063478 0.775170
-0.063478 0.758385
-0.060121 0.745262
-0.058901 0.724815
-0.055849 0.707114
-0.054323 0.684835
-0.049440 0.662557
-0.049745 0.636311
-0.044557 0.611591
-0.043947 0.581072
-0.044252 0.548418
-0.039979 0.520951
-0.035707 0.487075
-0.030519 0.455947
-0.029298 0.419935
-0.023804 0.387585
-0.021973 0.350352
-0.018921 0.311289
-0.014954 0.274667
-0.011902 0.236824
-0.006409 0.194708
-0.005493 0.154118
0.005799 0.119022
0.002441 0.070803
0.006104 0.029908
0.010071 -0.007935
0.015564 -0.050661
0.017701 -0.089114
0.020753 -0.132450
0.026856 -0.169683
0.027772 -0.210273
0.030213 -0.250557
0.033876 -0.289621
0.038453 -0.328684
0.041200 -0.365917
0.042726 -0.404370
0.049440 -0.433363
0.046693 -0.472427
0.052492 -0.504471
0.057680 -0.532853
0.057985 -0.564898
0.058290 -0.594195
0.060732 -0.620441
0.066836 -0.644246
0.067141 -0.670797
0.068056 -0.693075
0.067446 -0.714743
0.071718 -0.733055
0.072634 -0.748314
0.071413 -0.766625
0.072329 -0.780053
0.072329 -0.792871
0.075991 -0.798059
0.076296 -0.806299
0.076296 -0.811792
0.075381 -0.815149
0.074465 -0.816370
0.073244 -0.815760
0.075381 -0.812708
0.071413 -0.806299
0.074160 -0.797754
0.068056 -0.793481
0.069582 -0.778222
0.066530 -0.769372
0.067141 -0.751671
0.065310 -0.736717
0.062868 -0.717185
0.060121 -0.696127
0.061037 -0.669271
0.055239 -0.648518
0.054933 -0.621357
0.050661 -0.595721
0.046693 -0.565508
0.045167 -0.536821
0.040284 -0.507828
0.042116 -0.467849
0.032350 -0.439467
0.033876 -0.401624
0.030824 -0.362865
0.027467 -0.329295
0.022889 -0.292367
0.016175 -0.255135
0.016785 -0.209052
0.012207 -0.170904
0.007019 -0.132756
0.002747 -0.091861
0.001831 -0.051576
-0.003662 -0.010681
-0.010071 0.027772
-0.013123 0.069277
-0.016480 0.109256
-0.014039 0.153203
-0.019532 0.193182
-0.022584 0.233161
-0.025941 0.271004
-0.030519 0.309153
-0.032350 0.348521
-0.033265 0.385754
-0.039369 0.419324
-0.044557 0.453505
-0.042726 0.491653
-0.048830 0.520951
-0.051576 0.547197
