# Sampling Rate: 100000 S/s
#
# channel_A channel_B
0.038453 -0.440077
0.039979 -0.435804
0.039369 -0.436720
0.039369 -0.440382
0.037538 -0.438856
0.037843 -0.437941
0.037843 -0.438551
0.038148 -0.436415
0.037538 -0.438246
0.037233 -0.437941
0.037233 -0.437635
0.038453 -0.435194
0.038453 -0.436720
0.038148 -0.435194
0.037843 -0.433058
0.040284 -0.432142
0.038148 -0.432142
0.037843 -0.431532
0.036012 -0.431837
0.039369 -0.427564
0.036012 -0.427564
0.035096 -0.428480
0.033876 -0.427564
0.037538 -0.421766
0.036012 -0.422987
0.035096 -0.419324
0.035707 -0.419935
0.035401 -0.417798
0.035401 -0.415967
0.037233 -0.414747
0.034486 -0.411695
0.032655 -0.411389
0.032655 -0.409253
0.037233 -0.404370
0.033570 -0.407117
0.035401 -0.403150
0.033570 -0.400403
0.035401 -0.397351
0.033876 -0.393078
0.032044 -0.392163
0.035401 -0.385754
0.034486 -0.385754
0.032960 -0.385144
0.032655 -0.381481
0.032960 -0.379650
0.032960 -0.377209
0.032960 -0.374157
0.030519 -0.370190
0.030824 -0.369274
0.028077 -0.366527
0.029908 -0.361034
0.028077 -0.358592
0.030519 -0.354015
0.027772 -0.353710
0.030519 -0.346690
0.028993 -0.345775
0.030519 -0.339976
0.024720 -0.339061
0.031434 -0.332347
0.026856 -0.332652
0.027772 -0.327158
0.026246 -0.324717
0.026551 -0.318918
0.025636 -0.316477
0.026856 -0.313425
0.026246 -0.308847
0.025636 -0.303964
0.025330 -0.299692
0.024415 -0.296945
0.024415 -0.292978
0.024415 -0.289621
0.022279 -0.285653
0.023804 -0.279550
0.021363 -0.277108
0.023194 -0.271310
0.022889 -0.266121
0.020753 -0.262154
0.021668 -0.259407
0.021973 -0.255440
0.021363 -0.249336
0.019532 -0.246284
0.020142 -0.240181
0.019837 -0.235908
0.019837 -0.229804
0.019227 -0.225532
0.015259 -0.227058
0.017701 -0.216987
0.015564 -0.212714
0.016480 -0.205084
0.017701 -0.202643
0.019227 -0.196234
0.018311 -0.192267
0.015259 -0.186468
0.016785 -0.181585
0.014954 -0.177923
0.014649 -0.170293
0.012207 -0.169378
0.019532 -0.155034
0.011597 -0.156865
0.012207 -0.152898
0.010987 -0.147710
0.011597 -0.141606
0.011597 -0.136418
0.009766 -0.132450
0.014954 -0.120243
0.009766 -0.120548
0.009766 -0.113834
0.007019 -0.109867
0.007935 -0.104068
0.009461 -0.097049
0.003357 -0.098270
0.010987 -0.083621
0.001831 -0.085757
0.007935 -0.073855
0.007630 -0.072329
0.007630 -0.065310
0.004883 -0.059511
0.003357 -0.057680
0.007935 -0.044252
0.003052 -0.044862
0.008545 -0.036012
-0.001526 -0.036622
0.004883 -0.026551
-0.000610 -0.024720
-0.002747 -0.020142
-0.000916 -0.011292
-0.001831 -0.008545
0.001221 0.001831
-0.000610 0.004883
0.003967 0.015870
0.000916 0.016785
0.000305 0.023194
-0.000610 0.028687
-0.003052 0.031129
0.000000 0.039674
-0.005493 0.041200
0.003052 0.058290
-0.006104 0.052797
-0.004883 0.060427
-0.007324 0.065004
-0.008545 0.068361
-0.007324 0.077822
-0.009461 0.081790
0.004578 0.100406
-0.008240 0.092166
-0.007324 0.099796
-0.008850 0.103763
-0.007324 0.109867
-0.008850 0.114444
-0.012818 0.115055
-0.005493 0.130314
-0.012207 0.127262
-0.005799 0.138249
-0.012207 0.138859
-0.010681 0.146489
-0.012818 0.151067
-0.008545 0.158696
-0.008545 0.165410
-0.014649 0.166326
-0.014954 0.172735
-0.017396 0.174871
-0.011902 0.184942
-0.014649 0.188299
-0.018006 0.188910
-0.018616 0.196234
-0.022584 0.195929
-0.015259 0.208441
-0.017396 0.211493
-0.012818 0.220954
-0.018616 0.222175
-0.016785 0.226753
-0.017701 0.232551
-0.017701 0.234077
-0.017090 0.239265
-0.018921 0.241707
-0.013123 0.256966
-0.021668 0.250862
-0.017701 0.257576
-0.022279 0.261544
-0.021058 0.263985
-0.021668 0.271920
-0.022279 0.274056
-0.018921 0.282907
-0.022584 0.285348
-0.021668 0.289315
-0.023499 0.292673
-0.022584 0.296640
-0.025025 0.298776
-0.026551 0.301523
-0.020142 0.314646
-0.027161 0.309153
-0.022279 0.318003
-0.024720 0.322886
-0.024110 0.326243
-0.026551 0.328379
-0.025941 0.330821
-0.024110 0.339061
-0.025941 0.339061
-0.026551 0.342418
-0.027161 0.346385
-0.024415 0.351573
-0.031434 0.350963
-0.025025 0.356151
-0.028687 0.359203
-0.028382 0.363781
-0.028382 0.365917
-0.026856 0.369579
-0.031129 0.371715
-0.028382 0.374767
-0.029603 0.378735
-0.030213 0.380261
-0.029298 0.383618
-0.028993 0.385754
-0.031129 0.388806
-0.029603 0.391552
-0.030519 0.393078
-0.030213 0.397351
-0.030519 0.399182
-0.030519 0.403150
-0.028687 0.401013
-0.030213 0.405896
-0.029298 0.408032
-0.029298 0.410474
-0.028382 0.414136
-0.030824 0.413221
-0.030824 0.413526
-0.030519 0.417798
-0.031129 0.417798
-0.031739 0.419935
-0.033876 0.418104
-0.030213 0.424818
-0.032655 0.425733
-0.033876 0.424207
-0.030519 0.430006
-0.032350 0.428175
-0.032350 0.430006
-0.033570 0.431227
-0.032350 0.431837
-0.032350 0.433973
-0.031739 0.434889
-0.034181 0.432752
-0.030519 0.436415
-0.032960 0.437025
-0.032960 0.437941
-0.032350 0.439772
-0.030824 0.441603
-0.032350 0.437941
-0.031739 0.441298
-0.033265 0.441298
-0.031739 0.440077
-0.031434 0.440687
-0.034791 0.442518
-0.033265 0.440077
-0.031129 0.442518
-0.032655 0.440077
-0.031129 0.441298
-0.031129 0.440382
-0.033570 0.439467
-0.031129 0.440687
-0.030519 0.439772
-0.031739 0.439772
-0.030519 0.438246
-0.032960 0.438551
-0.034181 0.437025
-0.031129 0.437025
-0.032960 0.434889
-0.030519 0.432447
-0.032655 0.433058
-0.032655 0.431837
-0.030213 0.433058
-0.031129 0.430616
-0.029603 0.429090
-0.031434 0.426649
-0.029298 0.426344
-0.027772 0.426649
-0.030213 0.423902
-0.031129 0.421766
-0.029603 0.419324
-0.027772 0.417798
-0.028382 0.415052
-0.026856 0.413526
-0.028993 0.412305
-0.028687 0.412000
-0.025636 0.407422
-0.026551 0.406507
-0.026551 0.404065
-0.028077 0.401624
-0.026551 0.398572
-0.026856 0.395520
-0.025025 0.396435
-0.028077 0.391858
-0.024110 0.389721
-0.026856 0.387280
-0.026551 0.384228
-0.025941 0.381176
-0.024110 0.378735
-0.024415 0.375072
-0.024415 0.374157
-0.023804 0.370800
-0.022279 0.370495
-0.023194 0.365612
-0.021668 0.362560
-0.022279 0.357677
-0.022584 0.356761
-0.022279 0.352184
-0.022279 0.346995
-0.023499 0.344554
-0.021668 0.341807
-0.021363 0.337535
-0.021058 0.333262
-0.021668 0.327769
-0.023194 0.327158
-0.019837 0.322275
-0.020447 0.319224
-0.019227 0.316172
-0.018616 0.312510
-0.018616 0.306406
-0.018616 0.306101
-0.019227 0.299997
-0.018616 0.296640
-0.017701 0.292367
-0.017090 0.286569
-0.017396 0.284127
-0.017396 0.276803
-0.015259 0.274056
-0.015564 0.270394
-0.015259 0.266121
-0.015870 0.260933
-0.013123 0.256966
-0.018006 0.246284
-0.014649 0.248115
-0.013428 0.244453
-0.013428 0.239875
-0.013123 0.234077
-0.012207 0.227668
-0.010681 0.223090
-0.010987 0.218818
-0.012207 0.214240
-0.008850 0.211798
-0.008545 0.206915
-0.010071 0.199896
-0.007935 0.195013
-0.008240 0.191351
-0.008850 0.184942
-0.008240 0.180059
-0.005188 0.175481
-0.007324 0.169073
-0.008545 0.165410
-0.005799 0.160222
-0.004273 0.155644
-0.004883 0.149541
-0.004883 0.144963
-0.003357 0.140690
-0.004273 0.133671
-0.000916 0.129093
-0.003052 0.122684
0.001831 0.122990
-0.001221 0.111393
-0.002747 0.107120
-0.000610 0.102237
0.000610 0.096133
0.000305 0.090640
-0.000610 0.083926
0.000610 0.079348
0.001831 0.072634
0.001526 0.069582
0.000610 0.064394
0.002747 0.057375
0.002747 0.051576
0.003052 0.046388
0.001831 0.038759
0.003967 0.035096
0.003967 0.030824
0.004883 0.025025
0.005493 0.019837
0.006104 0.014344
0.007019 0.009461
0.007630 0.004578
0.007630 -0.002136
0.009156 -0.008850
0.008240 -0.012513
0.008240 -0.020142
0.007324 -0.026246
0.009156 -0.030213
0.008545 -0.035401
0.011597 -0.042116
0.009461 -0.048219
0.012513 -0.052492
0.012818 -0.058596
0.011902 -0.063173
0.014649 -0.067446
0.014954 -0.074465
