# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.066836 0.740074
-0.067751 0.752892
-0.068972 0.760521
-0.068056 0.752586
-0.063784 0.733665
-0.061037 0.700705
-0.054018 0.659505
-0.049745 0.606098
-0.044862 0.545976
-0.036317 0.474868
-0.028077 0.400098
-0.021973 0.312815
-0.010987 0.222785
-0.001526 0.130314
0.008240 0.035707
0.014649 -0.059816
0.025941 -0.153203
0.032350 -0.245674
0.042116 -0.333872
0.049135 -0.416883
0.053713 -0.493179
0.060121 -0.562151
0.068667 -0.620441
0.072024 -0.671102
0.074160 -0.708945
0.073855 -0.739464
0.076296 -0.755638
0.074160 -0.759911
0.073550 -0.754112
0.071108 -0.734275
0.066530 -0.701926
0.064394 -0.660421
0.056459 -0.610065
0.052492 -0.545061
0.043641 -0.475784
0.033570 -0.397656
0.023804 -0.313730
0.015564 -0.224921
0.007630 -0.131230
-0.001831 -0.036012
-0.010681 0.059511
-0.017701 0.153508
-0.026856 0.245979
-0.036927 0.333262
-0.044252 0.413526
-0.051881 0.491653
-0.053713 0.562761
-0.059816 0.621967
-0.064394 0.670492
-0.066530 0.711386
-0.067751 0.737327
-0.069582 0.755333
-0.069277 0.761437
-0.067446 0.752586
-0.066530 0.733360
-0.059206 0.703146
-0.055544 0.662252
-0.050050 0.609149
-0.044252 0.546587
-0.034181 0.478835
-0.033265 0.396130
-0.019837 0.314951
-0.010987 0.224311
-0.001526 0.131840
0.006104 0.037843
0.015564 -0.057070
0.023499 -0.152287
0.033876 -0.243538
0.040284 -0.332041
0.048524 -0.415357
0.055544 -0.490738
0.058596 -0.564592
0.066225 -0.619526
0.071108 -0.670797
0.072634 -0.711386
0.074770 -0.738243
0.075991 -0.754112
0.073855 -0.759911
0.072634 -0.753197
0.071108 -0.734581
0.066225 -0.702231
0.062258 -0.660421
0.057375 -0.608539
0.049745 -0.546892
0.040590 -0.475784
0.033570 -0.395825
0.025941 -0.312815
0.017090 -0.223395
0.007630 -0.130924
-0.002747 -0.039064
-0.011902 0.058290
-0.018921 0.153508
-0.028077 0.243843
-0.036317 0.333567
-0.043031 0.417493
-0.050966 0.492569
-0.055239 0.561541
-0.060427 0.623188
-0.063784 0.671102
-0.067751 0.708640
-0.068972 0.739464
-0.069277 0.756249
-0.065920 0.762047
-0.068972 0.752281
-0.065004 0.734275
-0.059816 0.702536
-0.054018 0.661336
-0.049745 0.607929
-0.043031 0.547807
-0.035707 0.478530
-0.027772 0.398572
-0.018921 0.316477
-0.009461 0.224921
-0.001526 0.132450
0.007324 0.037538
0.015259 -0.056459
0.024110 -0.153203
0.030824 -0.245064
0.041505 -0.332652
0.051271 -0.415967
0.057680 -0.494400
0.061953 -0.560930
0.065310 -0.622883
0.070803 -0.671407
0.072634 -0.711692
0.075381 -0.737022
0.075991 -0.756554
0.076296 -0.759911
0.073550 -0.752281
0.068667 -0.736412
0.065310 -0.702841
0.062868 -0.660115
0.054933 -0.608234
0.045167 -0.549028
0.042421 -0.476089
0.034791 -0.398877
0.025636 -0.312815
0.019532 -0.224006
0.007935 -0.129398
-0.003052 -0.035401
-0.010681 0.059816
-0.017396 0.154729
-0.028687 0.246284
-0.035401 0.332041
-0.041810 0.417188
-0.048830 0.492874
-0.054323 0.559709
-0.059816 0.619221
-0.063173 0.670186
-0.069277 0.707114
-0.068361 0.739464
-0.069887 0.754723
-0.069582 0.760826
-0.068056 0.752281
-0.064394 0.733970
-0.060121 0.703452
-0.056764 0.661336
-0.050050 0.609760
-0.042421 0.546587
-0.037233 0.475784
-0.030213 0.396741
-0.019532 0.315256
-0.011292 0.224921
0.000305 0.133976
0.008545 0.038759
0.014649 -0.058596
0.024415 -0.153813
0.033265 -0.246284
0.042116 -0.332652
0.049135 -0.414747
0.054933 -0.491653
0.062258 -0.560625
0.066836 -0.619831
0.072329 -0.669576
0.073244 -0.708640
0.072634 -0.738243
0.075991 -0.754418
0.074770 -0.758690
0.073855 -0.751671
0.072634 -0.731834
0.068056 -0.702231
0.062563 -0.659810
0.055849 -0.606403
0.049745 -0.546587
0.042116 -0.475784
0.034486 -0.397656
0.024415 -0.311594
0.015259 -0.222480
0.008545 -0.131230
-0.001831 -0.035401
-0.010681 0.059511
-0.017396 0.154118
-0.028687 0.245979
-0.036317 0.333262
-0.040895 0.417493
-0.049440 0.494095
-0.053407 0.560625
-0.060427 0.620136
-0.064394 0.671712
-0.067141 0.711081
-0.066836 0.738243
-0.068972 0.756859
-0.068972 0.758995
-0.067751 0.753197
-0.065615 0.734581
-0.060427 0.703146
-0.056459 0.662252
-0.049745 0.608844
-0.042726 0.547807
-0.038453 0.476089
-0.027772 0.398572
-0.018006 0.316172
-0.011292 0.225532
0.000000 0.132450
0.007324 0.040284
0.014649 -0.058290
0.023804 -0.152898
0.033876 -0.244758
0.042726 -0.332347
0.048524 -0.416883
0.055544 -0.491653
0.061647 -0.561541
0.067141 -0.623493
0.068056 -0.670186
0.074770 -0.705283
0.073855 -0.738853
0.075991 -0.754418
0.073855 -0.760826
0.073550 -0.752281
0.070193 -0.732444
0.065310 -0.701926
0.061647 -0.659505
0.057375 -0.608539
0.053102 -0.541398
0.043336 -0.473952
0.033570 -0.397656
0.023804 -0.314035
0.016480 -0.222175
0.009156 -0.129704
-0.001526 -0.034486
-0.008850 0.059816
-0.019227 0.152898
-0.028687 0.247505
-0.037233 0.335398
-0.039979 0.419935
-0.049440 0.491958
-0.052187 0.565813
-0.057375 0.621357
-0.064394 0.671407
-0.067141 0.709250
-0.069582 0.740379
-0.070498 0.757469
-0.068972 0.761742
-0.066836 0.753807
-0.064699 0.734275
-0.060427 0.702841
-0.054628 0.661031
-0.051271 0.609455
-0.038453 0.551164
-0.035401 0.477004
-0.026856 0.400708
-0.021668 0.313425
-0.010071 0.225532
-0.001221 0.131840
0.007324 0.039369
0.016175 -0.057070
0.024415 -0.149846
0.032960 -0.244148
0.042116 -0.332652
0.048830 -0.415052
0.055849 -0.490432
0.062868 -0.558184
0.068056 -0.618610
0.069582 -0.670797
0.072329 -0.709861
0.074465 -0.738243
0.075991 -0.754418
0.074160 -0.759606
0.073855 -0.753197
0.071413 -0.733055
0.066225 -0.702841
0.061647 -0.660115
0.056459 -0.607013
0.049440 -0.544755
0.043641 -0.476699
0.033570 -0.397656
0.024720 -0.313425
0.018921 -0.224006
0.007935 -0.131840
0.000610 -0.038148
-0.012207 0.059206
-0.018006 0.153508
-0.025941 0.247200
-0.036012 0.335093
-0.043031 0.416883
-0.048219 0.493484
-0.057985 0.560320
-0.061342 0.619526
-0.063173 0.671712
-0.067141 0.711081
-0.071108 0.737327
-0.069887 0.753807
-0.068972 0.759606
-0.067446 0.751976
-0.065310 0.733970
-0.060427 0.702841
-0.055544 0.661641
-0.049745 0.610065
-0.043641 0.546587
-0.038148 0.477920
-0.029298 0.398572
-0.019837 0.315867
-0.010987 0.224921
-0.003052 0.130619
0.006409 0.035096
0.015259 -0.056154
0.025330 -0.151982
0.033570 -0.245064
0.041810 -0.333262
0.049135 -0.415662
0.055544 -0.494095
0.061953 -0.561846
0.065004 -0.620746
0.069887 -0.671712
0.072024 -0.709861
0.074465 -0.737022
0.075381 -0.755333
0.077212 -0.758690
0.072024 -0.753502
0.070803 -0.733665
0.067141 -0.700705
0.060732 -0.660726
0.056154 -0.608234
0.049440 -0.545366
0.042421 -0.475784
0.034486 -0.399182
0.026856 -0.314035
0.015564 -0.224921
0.007019 -0.130924
0.000610 -0.033876
-0.011292 0.060427
-0.019227 0.152898
-0.027161 0.245674
-0.035401 0.331431
-0.044862 0.415662
-0.049745 0.491958
-0.056154 0.562151
-0.061342 0.620136
-0.063478 0.670492
-0.066530 0.711692
-0.068056 0.740074
-0.068056 0.753197
-0.070193 0.757775
-0.061342 0.758995
-0.065920 0.731834
-0.062258 0.698569
-0.057680 0.661336
-0.051271 0.607929
-0.041505 0.549944
-0.038148 0.475784
-0.026551 0.400098
-0.020142 0.315561
-0.011292 0.225227
-0.001526 0.132145
0.007324 0.039674
0.016785 -0.059206
0.023194 -0.155950
0.035096 -0.240486
0.038453 -0.336924
0.047304 -0.416272
0.055544 -0.491958
0.061647 -0.559709
0.065310 -0.620441
0.068972 -0.672628
0.075991 -0.707419
0.072329 -0.738853
0.074465 -0.756249
0.072024 -0.759606
0.071718 -0.752586
0.072024 -0.732749
0.064394 -0.707419
0.060732 -0.659505
0.054018 -0.611591
0.051271 -0.545061
0.043641 -0.473952
0.033570 -0.397656
0.025636 -0.313120
0.016175 -0.225837
0.010071 -0.126347
-0.003052 -0.037233
-0.010376 0.060427
-0.019532 0.151677
-0.025941 0.248421
-0.035096 0.332957
-0.047609 0.412305
-0.050966 0.492874
-0.056764 0.556352
-0.060427 0.620746
-0.065615 0.670492
-0.065920 0.711692
-0.068056 0.740379
-0.071108 0.754418
-0.066836 0.762963
-0.067446 0.753197
-0.066530 0.732749
-0.063173 0.700705
-0.051271 0.663778
-0.050050 0.608234
-0.045167 0.545061
-0.038148 0.474868
-0.032655 0.394910
-0.020447 0.314646
-0.012513 0.224921
-0.000916 0.133976
0.007935 0.037843
0.015259 -0.058290
0.025636 -0.151982
0.032960 -0.243843
0.040284 -0.331736
0.045167 -0.419019
0.060121 -0.487381
0.055849 -0.564287
0.066225 -0.621967
0.069277 -0.670797
0.071413 -0.712302
0.074465 -0.738548
0.074465 -0.755638
0.076907 -0.756859
0.074160 -0.751976
0.069887 -0.733055
0.066530 -0.702536
0.062868 -0.661336
0.056154 -0.606098
0.041200 -0.553911
0.044557 -0.469985
0.031129 -0.401624
0.026551 -0.310984
0.015564 -0.223090
0.007019 -0.131230
-0.001526 -0.036622
-0.010681 0.057985
-0.017396 0.157170
-0.028687 0.245064
-0.035707 0.332347
-0.048830 0.409253
-0.050050 0.492874
-0.055239 0.560320
-0.062563 0.615864
-0.063784 0.673238
-0.069887 0.705283
-0.066530 0.738243
-0.069887 0.755028
-0.067141 0.760521
-0.065920 0.752281
-0.065920 0.732749
-0.059206 0.706504
-0.057680 0.661336
-0.050966 0.606098
-0.044252 0.546892
-0.032655 0.480361
-0.030824 0.392468
-0.021363 0.312815
-0.009461 0.228584
-0.004273 0.129704
0.006104 0.039064
0.017090 -0.059511
0.027467 -0.150761
0.032655 -0.244758
0.039369 -0.332652
0.049135 -0.415967
0.054933 -0.493179
0.060121 -0.560320
0.064699 -0.621662
0.077212 -0.666219
0.068056 -0.711081
0.073244 -0.742821
0.075381 -0.755638
0.073550 -0.760826
0.073244 -0.752892
0.071108 -0.734275
0.067141 -0.700095
0.061037 -0.660421
0.054323 -0.608234
0.048219 -0.547502
0.040284 -0.476699
0.033570 -0.397656
0.023499 -0.315256
0.021058 -0.219428
0.005493 -0.134892
-0.001526 -0.039979
-0.010071 0.058290
-0.020447 0.151982
-0.027161 0.244453
-0.035096 0.331736
-0.041810 0.419935
-0.049745 0.492569
-0.057375 0.560015
-0.061037 0.619221
-0.065004 0.668966
-0.067141 0.709861
