# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.012818 0.184942
-0.009461 0.139470
-0.005188 0.086978
0.000916 0.032655
0.007935 -0.025941
0.013123 -0.081179
0.017396 -0.134892
0.021058 -0.180364
0.020753 -0.221259
0.027467 -0.242622
0.029908 -0.258492
0.027772 -0.260628
0.028993 -0.247505
0.023499 -0.228278
0.021363 -0.194403
0.013123 -0.153203
0.013123 -0.102237
0.007019 -0.045167
0.000305 0.010376
-0.001831 0.069582
-0.007935 0.120243
-0.012513 0.168157
-0.017396 0.209662
-0.020142 0.238655
-0.021668 0.258187
-0.025941 0.259407
-0.014039 0.262764
-0.022279 0.232551
-0.013428 0.209357
-0.012818 0.165410
-0.006409 0.118717
-0.000610 0.066530
0.003662 0.005799
0.014344 -0.044862
0.015564 -0.104678
0.019837 -0.153203
0.021973 -0.195624
0.026856 -0.229804
0.027772 -0.247810
0.024110 -0.265511
0.031434 -0.254830
0.022279 -0.247200
0.026856 -0.212104
0.019227 -0.177618
0.014649 -0.128788
0.009766 -0.078433
0.003967 -0.023194
0.001221 0.040284
-0.005799 0.090945
-0.011902 0.140690
-0.018921 0.184027
-0.013123 0.227058
-0.022584 0.246895
-0.023194 0.259407
-0.024720 0.258492
-0.022584 0.246895
-0.015259 0.226753
-0.013428 0.188910
-0.006714 0.150151
-0.003967 0.095523
0.000916 0.039369
0.007324 -0.014344
0.012207 -0.073855
0.017396 -0.126347
0.019532 -0.177007
0.032044 -0.202948
0.023499 -0.243538
0.031129 -0.255135
0.026856 -0.261238
0.028382 -0.253914
0.024415 -0.230110
0.021973 -0.200201
0.024110 -0.152593
0.013733 -0.108341
0.007019 -0.054018
-0.001526 -0.000916
-0.001526 0.060427
-0.008850 0.114139
-0.019227 0.156560
-0.016480 0.206610
-0.023499 0.229499
-0.018921 0.256966
-0.024110 0.260628
-0.019227 0.260628
-0.019532 0.240181
-0.016480 0.210883
-0.008850 0.174566
-0.007630 0.123600
-0.001831 0.072634
0.002441 0.012513
0.014344 -0.038148
0.012513 -0.098575
0.017396 -0.150761
0.017396 -0.197760
0.024110 -0.229194
0.028687 -0.245979
0.028077 -0.261849
0.032655 -0.254219
0.026856 -0.243843
0.025330 -0.220954
0.019837 -0.182195
0.015564 -0.137333
0.012513 -0.085757
0.003357 -0.035096
0.009156 0.036317
-0.008240 0.078127
-0.009461 0.137333
-0.017090 0.180059
-0.019227 0.216071
-0.020142 0.244758
-0.024720 0.256050
-0.017701 0.265816
-0.019837 0.251473
-0.018006 0.227973
-0.014649 0.195318
-0.009766 0.151982
-0.004273 0.102847
-0.005493 0.044862
0.005799 -0.007935
0.009156 -0.068667
0.017701 -0.118107
0.021973 -0.166021
0.025330 -0.207526
0.025941 -0.238044
0.027772 -0.255440
0.028993 -0.260933
0.028687 -0.253914
0.025941 -0.234687
0.021058 -0.205390
0.018311 -0.163579
0.014039 -0.116276
0.008545 -0.062868
0.003357 -0.006714
