# Sampling Rate: 100000 S/s
#
# channel_A channel_B
-0.026246 0.350352
-0.029603 0.358898
-0.030824 0.369579
-0.032655 0.379040
-0.032655 0.384228
-0.032350 0.390942
-0.032655 0.397961
-0.033570 0.400098
-0.033876 0.403760
-0.033265 0.405896
-0.031739 0.407422
-0.033876 0.403150
-0.032960 0.400098
-0.032655 0.395520
-0.031739 0.390027
-0.031739 0.388195
-0.028993 0.379040
-0.026551 0.372021
-0.027772 0.360118
-0.028687 0.346690
-0.024110 0.336314
-0.024110 0.323801
-0.023194 0.308237
-0.023804 0.290536
-0.014344 0.280160
-0.018006 0.256661
-0.015564 0.240791
-0.013428 0.223090
-0.012818 0.199896
-0.011902 0.181585
-0.009766 0.161443
-0.005493 0.141911
-0.003662 0.120853
-0.003052 0.096438
-0.000610 0.075076
0.000916 0.052187
0.005493 0.031739
0.003662 0.004883
0.008545 -0.014039
0.005799 -0.042116
0.012513 -0.062868
0.013123 -0.083010
0.015259 -0.108951
0.017090 -0.127567
0.019227 -0.151982
0.024415 -0.167852
0.021363 -0.193182
0.024110 -0.212104
0.023499 -0.233467
0.028077 -0.247505
0.029298 -0.268258
0.026856 -0.286874
0.031434 -0.301828
0.031129 -0.314341
0.033570 -0.328074
0.033265 -0.342418
0.036012 -0.352184
0.037538 -0.364696
0.037843 -0.371715
0.038148 -0.384228
0.039369 -0.388501
0.036622 -0.394910
0.039064 -0.397961
0.040590 -0.399182
0.039674 -0.406201
0.037538 -0.406507
0.039369 -0.405591
0.033876 -0.406201
0.036622 -0.400403
0.036927 -0.393689
0.037538 -0.387585
0.034486 -0.383007
0.033570 -0.375378
0.033265 -0.367138
0.033570 -0.354320
0.032044 -0.342723
0.028382 -0.331736
0.033265 -0.310373
0.026551 -0.302133
0.025941 -0.283517
0.023499 -0.265511
0.021363 -0.252388
0.022889 -0.231330
0.018921 -0.214850
0.016480 -0.193793
0.014344 -0.173956
0.012207 -0.151982
0.013123 -0.130924
0.012513 -0.107120
0.007019 -0.085757
0.004883 -0.066836
0.003357 -0.041810
0.001221 -0.019532
-0.001526 0.003357
-0.001221 0.027161
-0.003967 0.052187
-0.007630 0.072024
-0.009766 0.094302
-0.010987 0.116886
