# Sampling Rate: 100000 S/s
#
# channel_A channel_B
0.070803 -0.860927
0.070193 -0.859401
0.069582 -0.856960
0.070803 -0.855739
0.069887 -0.854823
0.069887 -0.853603
0.068972 -0.852077
0.067751 -0.851466
0.069582 -0.849940
0.069887 -0.845973
0.068056 -0.845058
0.067141 -0.843532
0.065615 -0.842311
0.067751 -0.839259
0.067141 -0.837123
0.067446 -0.837733
0.068056 -0.834071
0.068972 -0.831019
0.069887 -0.831019
0.068056 -0.827662
0.067751 -0.827357
0.065004 -0.825831
0.067446 -0.823084
0.066225 -0.822169
0.065615 -0.819117
0.066836 -0.816065
0.065004 -0.816065
0.065004 -0.811487
0.067141 -0.811487
0.065004 -0.806604
0.064394 -0.805078
0.065004 -0.802637
0.062258 -0.803247
0.064089 -0.799280
0.064699 -0.795312
0.062563 -0.795007
0.065004 -0.791040
0.064394 -0.789514
0.063173 -0.786157
0.061953 -0.784020
0.064394 -0.780358
0.061953 -0.776696
0.061953 -0.777001
0.063173 -0.772423
0.062563 -0.768456
0.061037 -0.768456
0.060121 -0.764489
0.061037 -0.762047
0.061037 -0.757775
0.059511 -0.754723
0.057070 -0.755333
0.058596 -0.750145
0.057985 -0.746178
0.058596 -0.744041
0.050356 -0.748314
0.058596 -0.737022
0.058596 -0.734581
0.057985 -0.731529
0.058596 -0.726951
0.056459 -0.724815
0.057375 -0.721763
0.054323 -0.721458
0.056154 -0.716269
0.056459 -0.711692
0.056459 -0.709555
0.055544 -0.703452
0.053713 -0.701926
0.055239 -0.700400
0.055544 -0.695517
0.055849 -0.691244
0.054933 -0.686666
0.053102 -0.684530
0.057985 -0.676290
0.053713 -0.678732
0.050966 -0.674154
0.051881 -0.670797
0.052797 -0.665304
0.051576 -0.662557
0.049135 -0.658895
0.051271 -0.655843
0.052797 -0.651265
0.050356 -0.648823
0.050356 -0.643025
0.049745 -0.639058
0.049440 -0.637226
0.048830 -0.632649
0.050661 -0.627155
0.049135 -0.624104
0.047914 -0.621967
0.048524 -0.616474
0.046388 -0.612812
0.045778 -0.609149
0.047914 -0.603351
0.047304 -0.598468
0.046083 -0.596332
0.045778 -0.592059
0.045167 -0.585650
0.045778 -0.583819
0.044252 -0.580767
0.044862 -0.577715
0.044557 -0.571612
0.042116 -0.567644
0.043336 -0.562151
0.043947 -0.557573
0.041810 -0.554826
0.042116 -0.551164
0.039369 -0.544450
0.040284 -0.541398
0.039979 -0.534989
0.040284 -0.533158
0.041505 -0.526749
0.039674 -0.521867
0.039674 -0.519425
0.039064 -0.513627
0.037843 -0.510575
0.036927 -0.505692
0.038148 -0.499283
0.037843 -0.492569
0.038148 -0.489212
0.036012 -0.484634
0.035096 -0.481887
0.037538 -0.475173
0.035707 -0.472121
0.035096 -0.466628
0.033876 -0.461135
0.036927 -0.454726
0.032350 -0.453810
0.030824 -0.451674
0.032350 -0.444655
0.028077 -0.442213
0.033265 -0.433363
0.031129 -0.429395
0.036927 -0.417493
0.030519 -0.419019
0.029298 -0.413221
0.028687 -0.408032
0.028993 -0.403455
0.030213 -0.397961
0.027467 -0.395825
0.033876 -0.383007
0.023804 -0.387890
0.029298 -0.380566
0.026856 -0.374157
0.020142 -0.376598
0.024720 -0.365001
0.024720 -0.358287
0.026856 -0.351573
0.025941 -0.347606
0.023499 -0.345164
0.024110 -0.338145
0.025330 -0.333567
0.024415 -0.327158
0.020142 -0.326548
0.026551 -0.314341
0.019227 -0.316172
0.021668 -0.306101
0.023804 -0.300607
0.019532 -0.296335
0.019532 -0.291452
0.020142 -0.287179
0.023194 -0.277718
0.019532 -0.275277
0.017396 -0.269784
0.016480 -0.266427
0.017701 -0.257576
0.016175 -0.254830
0.014344 -0.252083
0.017090 -0.242012
0.012513 -0.240486
0.015564 -0.230720
0.015564 -0.227058
0.016785 -0.219428
0.017090 -0.213630
0.011902 -0.212714
0.014649 -0.203253
0.010681 -0.200201
0.011902 -0.194403
0.010376 -0.191656
0.016175 -0.178533
0.009766 -0.179144
0.009461 -0.174566
0.009461 -0.168462
0.007630 -0.163884
0.016175 -0.150151
0.009156 -0.152898
0.010376 -0.141911
0.009461 -0.140080
0.006104 -0.134587
0.007630 -0.128483
0.005799 -0.123600
0.007324 -0.117191
0.005188 -0.113529
0.009156 -0.101321
0.003052 -0.103763
0.004578 -0.095523
0.007324 -0.087588
0.003052 -0.082705
0.004883 -0.079043
0.001831 -0.075381
0.005188 -0.063173
0.002441 -0.061953
0.001526 -0.057375
0.000610 -0.051576
0.001831 -0.045167
0.000610 -0.040590
-0.003662 -0.039369
0.000610 -0.025330
-0.002747 -0.026551
-0.001831 -0.016175
-0.001221 -0.012513
-0.003357 -0.005188
-0.001526 0.000305
-0.005188 0.003662
-0.001831 0.010376
-0.004883 0.015259
-0.005799 0.021668
-0.006409 0.024415
-0.002747 0.036317
-0.008240 0.038759
-0.008850 0.041810
-0.007630 0.049135
-0.007630 0.053407
-0.008545 0.061647
-0.007324 0.066225
-0.005188 0.074160
-0.008850 0.078738
-0.007630 0.082095
-0.008240 0.086978
-0.010071 0.095218
-0.010376 0.098575
-0.013123 0.103458
-0.006714 0.115970
-0.017090 0.106815
-0.013123 0.121158
-0.012818 0.127262
-0.014344 0.131535
-0.013428 0.137333
-0.014649 0.142216
-0.011292 0.151067
-0.015870 0.154118
-0.016480 0.158696
-0.017396 0.164190
-0.013123 0.170598
-0.015259 0.174871
-0.021363 0.177923
-0.018006 0.190435
-0.019837 0.188604
-0.016785 0.196234
-0.017701 0.203253
-0.018616 0.211188
-0.019837 0.214240
-0.020142 0.218513
-0.018921 0.229194
-0.022279 0.231025
-0.019837 0.236518
-0.024720 0.240181
-0.017701 0.249641
-0.023804 0.249031
-0.023499 0.253914
-0.024415 0.261544
-0.025941 0.265206
-0.026856 0.273141
-0.023499 0.279550
-0.022584 0.286264
-0.023499 0.290231
-0.025636 0.294198
-0.026551 0.301218
-0.028382 0.303964
-0.026856 0.311899
-0.030213 0.312510
-0.023804 0.326548
-0.031129 0.319224
-0.031739 0.326853
-0.028687 0.336314
-0.029298 0.340587
-0.028077 0.346385
-0.031129 0.351878
-0.029298 0.361339
-0.030519 0.361034
-0.030519 0.366832
-0.030824 0.372021
-0.031739 0.378124
-0.032960 0.381481
-0.033265 0.388501
-0.035096 0.392773
-0.034181 0.394910
-0.032655 0.401318
-0.032655 0.406812
-0.032655 0.414441
-0.035096 0.418104
-0.036927 0.419324
-0.033876 0.430006
-0.037538 0.430921
-0.037233 0.433973
-0.031739 0.445265
-0.034791 0.448927
-0.038453 0.448622
-0.041505 0.450453
-0.039979 0.456557
-0.041505 0.462355
-0.038759 0.469680
-0.040895 0.473952
-0.037538 0.480056
-0.038759 0.484634
-0.040590 0.487381
-0.039979 0.494095
-0.041505 0.498062
-0.041505 0.502945
-0.043947 0.505081
-0.035401 0.516984
-0.043947 0.512406
-0.044862 0.519425
-0.042726 0.525529
-0.045167 0.526444
-0.043641 0.534379
-0.044252 0.538041
-0.041505 0.545671
-0.043947 0.548723
-0.045473 0.551775
-0.046693 0.554826
-0.045167 0.560015
-0.050050 0.562151
-0.050050 0.565813
-0.046693 0.574358
-0.049745 0.574358
-0.046083 0.582293
-0.045473 0.587481
-0.044557 0.590838
-0.046083 0.595721
-0.046693 0.599994
-0.046693 0.606708
-0.049745 0.605487
-0.050050 0.610370
-0.051271 0.614643
-0.047304 0.619221
-0.050966 0.621357
-0.054323 0.621967
-0.053102 0.629292
-0.051271 0.631428
-0.049440 0.640584
-0.051576 0.641499
-0.050050 0.646382
-0.054018 0.650044
-0.053713 0.651875
-0.050050 0.659505
-0.053713 0.661336
-0.051576 0.664388
-0.056764 0.666219
-0.048830 0.676901
-0.057375 0.670797
-0.053407 0.678426
-0.055544 0.683920
-0.055544 0.684835
-0.056459 0.689108
-0.056764 0.693075
-0.053102 0.700400
-0.056764 0.701926
-0.055849 0.702231
-0.056459 0.706809
-0.056764 0.712912
-0.058596 0.713218
-0.059816 0.712302
-0.057985 0.722068
-0.060732 0.720847
-0.057375 0.728172
-0.057985 0.729698
-0.056764 0.733360
-0.057985 0.736717
-0.057985 0.739158
-0.055849 0.744957
-0.060121 0.744957
-0.058901 0.748009
-0.062258 0.747398
-0.055239 0.758690
-0.062258 0.754723
-0.063478 0.757469
-0.061342 0.762047
-0.062563 0.763573
-0.061037 0.769066
-0.060732 0.772423
-0.058596 0.775780
-0.061342 0.777001
-0.060427 0.780053
-0.065310 0.777612
-0.061037 0.783715
-0.061342 0.789209
-0.065004 0.787988
-0.060427 0.794702
-0.060121 0.797143
-0.062258 0.797449
-0.061342 0.801111
-0.062258 0.802332
-0.065310 0.804773
-0.062563 0.805689
-0.063173 0.809656
-0.063784 0.809656
-0.063478 0.814234
-0.065004 0.815760
-0.063173 0.819727
-0.061342 0.819422
-0.068056 0.817591
-0.065310 0.822169
-0.067141 0.823084
